430076	41136
430079	41127
430090	175202
430091	41127
430102	24076
430742	196157
430117	42022
831788	41731
430123	175202
830881	2726
830949	384
832657	41133
430134	41181
430141	42729
430146	41663
430153	309
430161	30447
430158	42002
430190	41127
430183	41194
430184	41118
430185	378
430193	309
430206	41127
430203	74956
430210	2726
430208	12120
430213	42729
430217	41336
430216	41133
430235	12120
430227	41133
430237	41664
430267	30447
430276	41194
430297	41194
430313	22291
430302	30447
430319	41739
430320	41127
430342	41663
430352	121604
430355	41194
430359	2028
430375	30447
430372	41133
430397	41663
430389	41221
430630	384
430606	1052
430585	41155
430487	41127
430429	41268
430374	12120
430365	41127
430387	22291
430447	2921
430444	22291
430673	41268
430685	22291
430678	72919
430705	121604
430714	42004
430727	41708
430754	41336
830767	2726
830774	22291
830775	42729
830785	2028
830798	41660
830800	1350
830816	41194
830817	30447
830832	2921
830836	384
830843	41194
830868	41155
830888	1350
830908	1350
830906	378
830901	384
830895	1119
830951	309
830942	41336
830947	41194
830916	41337
830987	41194
830957	19934
830939	30447
831031	30447
830989	42745
830965	42729
831076	41155
831046	41660
831090	196157
831104	22291
831089	2921
831163	41142
831218	74956
831233	41126
831269	2012
831263	41133
831289	1350
831292	42729
831317	2012
831327	41739
831307	2726
831365	309
831379	41194
831402	41127
831422	378
831405	22291
831399	2726
831436	30447
831453	42002
831495	41194
831549	12120
831597	12120
831573	384
831576	41126
831580	2726
831639	41194
831720	17059
831762	74956
831775	41132
831766	309
831826	41660
831823	378
831802	309
831894	30447
831965	30447
831984	41268
831987	41336
831946	41155
832018	41194
831969	42022
831949	41663
832106	41130
832139	1350
832158	41130
832207	42729
832203	41194
832317	12120
832278	41268
832379	41133
832451	378
832611	384
832648	42729
832660	74956
833082	41816
833263	41133
833088	41130
833276	2012
833278	41336
833270	41733
833429	2921
833579	41296
833741	378
430062	41133
430063	41127
430064	41644
430065	196157
430066	196157
430067	41336
430068	41816
430069	196157
430070	41740
430071	1052
430072	196157
430073	196157
430074	41127
430075	196157
430078	41127
430080	19934
430081	41733
430082	42022
430083	196157
430084	41336
430085	196157
430086	41155
430088	309
430089	41132
430087	41181
430092	196157
430093	41336
430094	41644
430095	196157
430096	41181
430097	196157
430098	196157
430099	41740
430100	41126
