400016	41127
420016	41127
400032	41127
420032	41127
400011	41127
420011	41127
400026	41126
400028	378
400020	41133
400045	41127
400023	41127
400054	196157
400012	196157
400064	41127
400035	41127
400019	41194
400022	384
400029	41127
400018	196157
400025	1770
400053	378
400036	1770
400038	2726
400046	41127
400059	1052
400060	41126
400043	196157
400050	196157
420058	41133
420047	41127
420063	384
834019	196157
400002	196157
400005	196157
400006	41127
400007	2726
400009	41127
400010	2726
400013	2726
400057	1770
400061	1052
400051	196157
400055	41127
400008	196157
420008	196157
400017	196157
400049	196157
400031	196157
400033	2726
400039	41127
400041	41194
400027	2726
400044	196157
400056	42022
400052	2726
400037	196157
400048	41649
400021	196157
400040	41127
400030	41127
400042	2726
430002	196157
430003	2726
430004	378
430005	378
430009	378
430010	196157
430011	196157
430013	378
430014	41130
430015	196157
430016	196157
430017	1770
430019	196157
430020	196157
430021	378
430022	41127
430024	121604
430025	378
430027	41644
430026	196157
430028	196157
430029	41644
430031	196157
832715	1052
400062	12120
430034	41155
430032	19934
430035	41127
430033	41644
430036	2726
430037	196157
430039	2921
430038	41336
430041	41127
430044	196157
430042	41336
430043	41127
430048	42022
430046	41336
430047	19934
430051	41127
430050	41669
430052	41336
430053	41336
430054	196157
430055	41664
430056	12120
430057	41155
430058	41664
430059	2726
430060	41181
430061	41336
835951	41126
430062	41133
430063	41127
430064	41644
834608	19934
430065	196157
838549	19934
835891	30447
830978	41127
430066	196157
430067	41336
430068	41816
831074	41118
430069	196157
833943	12120
831131	1770
430070	41740
430071	1052
430072	196157
430073	196157
430074	41127
832126	2028
430075	196157
430076	41082
430077	41082
430078	41127
430079	41155
430080	19934
430081	41733
833444	41155
430082	42022
430083	196157
430084	41336
430085	196157
430086	41155
833957	1770
833283	19934
430088	309
430089	41132
430087	41181
430090	41086
430092	196157
430091	72509
836119	74956
430093	41336
430094	41644
831687	2028
430095	196157
430096	41181
838544	1350
833371	378
833480	1052
835776	2921
430097	196157
430098	196157
831866	196157
430099	41740
430100	41126
430101	30447
832528	41132
834599	30447
430102	384
430104	378
430103	41181
430105	41127
430106	41816
832498	41076
831741	384
833437	2028
430107	2726
430108	41672
833896	309
430109	2012
833641	41733
430112	41816
430114	41816
430110	19934
430115	19934
430111	19934
430118	19934
839191	41661
430113	41155
430119	12120
430117	41155
430116	41155
834004	196157
834533	41194
832537	41733
430120	196157
430121	41194
430122	41816
831029	196157
832474	74956
430124	360
430125	2726
430123	41086
430618	72919
430127	384
430126	41155
836807	1770
430129	12120
430128	41194
430742	175202
430130	1770
836214	384
430132	2726
430131	196157
835152	12120
430133	41181
430136	41661
430135	196157
430134	41086
430138	384
430139	41644
430140	12120
430141	41649
430142	41649
430143	41336
430144	41664
430145	19934
430147	196157
430146	41127
430137	309
430148	309
430150	196157
430151	196157
430149	41660
430152	41816
430153	42064
430155	41132
430154	384
430156	41133
430157	1770
430162	41664
430161	378
430160	19934
430164	41672
